student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,final_grade,productivity_score,total_screen_time,sleep_quality,exercise_level,stress_category,focus_efficiency,lifestyle_balance_score
158,25,Female,3.79,7.67,11.7,3.68,5.33,2.27,8,362,56,5,69.82,7,39,92.25,28.25,22.98,Good,Medium,Moderate,10.29023746701847,-12.773333333333333
159,26,Male,6.21,7.97,3.18,0.05,3.79,0.78,5,102,111,19,84.07,10,67,89.31,61.43,7.8,Good,High,High,10.789049919484702,1.8400000000000007
160,26,Male,4.34,4.96,10.23,4.14,5.98,3.04,10,283,83,1,56.89,9,74,41.77,32.77,23.39,Poor,High,High,17.050691244239633,-19.703333333333333
161,28,Male,1.12,5.13,8.09,0.94,2.45,3.61,3,103,61,3,53.41,6,40,93.4,14.46,15.09,Poor,High,Moderate,35.71428571428571,-8.796666666666667
162,29,Female,9.5,7.94,9.07,3.97,0.03,0.34,10,25,35,6,85.28,5,51,52.28,66.42,13.41,Good,Medium,Moderate,5.368421052631579,-1.3633333333333333
163,19,Male,3.71,4.23,10.06,2.74,3.03,2.66,13,21,112,3,55.17,8,35,65.44,16.53,18.490000000000002,Poor,High,High,9.433962264150944,-14.296666666666667
164,23,Female,4.73,9.01,0.64,0.35,3.23,1.4,7,283,79,1,81.48,4,44,56.4,60.56,5.619999999999999,Excellent,High,Moderate,9.302325581395348,11.033333333333333
165,17,Female,2.09,4.56,8.83,1.32,2.78,3.26,10,156,6,8,70.95,8,67,90.41,25.33,16.189999999999998,Poor,Low,High,32.057416267942585,-14.87
166,20,Female,8.72,5.46,11.95,2.06,2.44,3.73,1,213,12,1,70.36,4,59,97.38,52.96,20.18,Poor,Low,Moderate,6.766055045871559,-12.86
167,29,Male,3.27,4.87,6.19,1.87,1.32,3.82,8,261,20,16,68.94,1,66,78.97,42.44,13.200000000000001,Poor,Low,Low,20.18348623853211,-3.793333333333335
168,20,Male,0.69,4.72,6.73,4.83,4.38,0.1,12,147,11,10,44.76,7,65,42.59,19.31,16.040000000000003,Poor,Low,Moderate,94.20289855072464,-13.233333333333336
169,21,Female,3.51,9.85,1.72,0.35,3.19,2.2,1,428,90,8,97.96,1,43,78.57,61.4,7.46,Excellent,High,Low,12.250712250712251,14.239999999999998
170,23,Female,9.85,4.77,4.42,3.55,0.63,2.93,7,272,49,2,68.01,2,35,85.77,62.17,11.53,Poor,Medium,Low,3.553299492385787,-2.3566666666666674
171,23,Other,1.9,7.05,7.54,6.53,0.6,4.31,4,309,43,1,65.17,3,88,87.85,44.58,18.98,Good,Medium,Low,46.31578947368421,-6.446666666666667
172,29,Female,0.8,8.22,1.88,2.28,4.66,0.45,6,283,15,19,45.66,1,46,52.85,37.55,9.27,Excellent,Low,Low,57.5,6.670000000000002
173,27,Female,5.99,3.29,4.33,4.84,3.51,5.55,14,467,6,4,64.8,6,39,93.8,38.12,18.23,Poor,Low,Moderate,6.510851419031719,-17.45
174,29,Female,4.03,9.17,4.5,7.38,3.03,0.38,4,83,18,14,84.73,3,40,54.18,52.04,15.29,Excellent,Low,Low,9.925558312655086,0.6500000000000021
175,20,Female,8.05,4.07,9.85,6.31,1.33,0.51,13,441,56,2,52.46,3,80,86.84,54.7,18.000000000000004,Poor,Medium,Low,9.937888198757763,-10.993333333333336
176,29,Male,7.45,7.12,6.68,6.65,1.88,1.64,12,31,94,12,80.27,9,42,91.39,51.19,16.85,Good,High,High,5.6375838926174495,-8.476666666666667
177,23,Female,2.26,7.49,6.88,3.5,4.89,2.46,7,412,44,14,84.89,8,54,87.85,35.18,17.73,Good,Medium,High,23.893805309734514,-9.283333333333335
178,27,Male,5.86,7.41,3.75,0.67,1.67,0.33,10,397,36,6,77.38,2,63,81.1,63.74,6.42,Good,Medium,Low,10.750853242320819,7.6
179,19,Male,0.81,8.13,4.1,3.89,1.06,0.55,4,40,78,19,98.56,9,37,89.88,30.77,9.600000000000001,Excellent,High,High,45.67901234567901,0.26000000000000156
180,22,Female,4.68,9.52,5.69,0.58,3.95,4.9,5,206,20,13,66.29,10,34,90.02,41.38,15.120000000000001,Excellent,Low,High,7.264957264957266,-5.413333333333334
181,28,Male,7.28,9.49,9.89,3.98,4.62,1.61,11,280,97,5,58.43,2,58,64.58,60.85,20.1,Excellent,High,Low,7.967032967032967,0.11333333333333329
182,18,Male,4.44,7.05,4.14,3.98,1.05,5.61,1,108,104,3,42.08,2,81,55.81,56.12,14.780000000000001,Good,High,Low,18.243243243243242,0.7866666666666653
183,26,Male,1.62,5.59,4.2,6.54,1.51,3.1,11,313,18,17,54.8,3,83,79.81,41.54,15.35,Poor,Low,Low,51.23456790123456,-6.57
184,29,Female,1.08,5.25,7.04,4.37,0.19,5.43,4,175,31,5,82.3,3,43,84.37,25.2,17.03,Poor,Medium,Low,39.81481481481481,-8.496666666666668
185,25,Female,8.61,9.21,10.16,0.81,0.18,4.64,13,0,10,19,58.35,8,89,93.19,68.95,15.79,Excellent,Low,High,10.336817653890826,-5.036666666666665
186,21,Female,8.97,8.97,6.29,3.66,0.33,1.08,1,185,114,4,58.51,2,32,81.49,64.17,11.36,Excellent,High,Low,3.567447045707915,8.380000000000003
187,22,Male,3.76,5.07,1.98,5.86,0.34,4.72,3,440,65,15,82.53,1,83,81.94,59.61,12.899999999999999,Poor,High,Low,22.074468085106385,-1.593333333333332
188,28,Male,2.06,4.07,11.03,0.83,4.67,2.7,4,22,63,5,74.69,5,81,44.0,28.7,19.23,Poor,High,Moderate,39.32038834951456,-13.99
189,28,Male,9.8,9.03,5.92,3.92,3.53,2.14,11,362,49,12,65.86,1,63,73.71,80.82,15.51,Excellent,Medium,Low,6.428571428571428,3.183333333333332
190,28,Male,5.69,7.26,9.4,4.04,1.62,2.42,12,178,96,18,43.6,3,84,42.87,53.71,17.480000000000004,Good,High,Low,14.762741652021088,-2.760000000000005
191,28,Female,5.03,5.19,1.0,7.45,0.68,0.39,5,65,83,9,48.08,6,42,47.75,42.76,9.52,Poor,High,Moderate,8.34990059642147,-2.3733333333333313
192,20,Male,7.55,7.27,10.12,6.22,5.71,5.9,1,254,60,0,67.25,6,82,92.77,60.54,27.950000000000003,Good,High,Moderate,10.860927152317881,-17.410000000000004
193,27,Male,2.1,3.46,1.17,1.96,2.24,2.13,12,80,61,11,75.35,5,68,53.89,39.08,7.5,Poor,High,Moderate,32.38095238095238,-3.546666666666667
194,26,Male,6.01,4.33,11.63,6.46,0.08,4.11,6,401,41,9,63.81,1,36,96.46,33.46,22.279999999999998,Poor,Medium,Low,5.990016638935108,-13.25333333333333
195,23,Male,8.96,6.82,10.74,3.43,0.1,5.73,14,381,39,1,54.2,1,72,78.13,64.45,20.0,Good,Medium,Low,8.035714285714285,-6.059999999999999
196,28,Male,0.72,6.77,3.57,3.99,1.28,2.6,10,163,55,1,90.55,3,61,86.3,40.52,11.44,Good,Medium,Low,84.72222222222223,0.9333333333333336
197,25,Female,6.89,4.73,3.07,2.96,4.83,3.61,6,134,28,15,83.12,10,78,99.83,59.21,14.469999999999999,Poor,Low,High,11.320754716981133,-14.076666666666664
198,23,Female,5.74,9.87,9.51,0.73,4.75,5.17,3,384,113,3,94.18,8,77,75.49,61.31,20.16,Excellent,High,High,13.414634146341463,-4.653333333333336
199,17,Female,9.53,5.89,2.24,7.92,0.14,1.74,13,488,89,18,95.05,9,81,92.31,79.06,12.040000000000001,Poor,High,High,8.499475341028333,-6.293333333333335
200,17,Female,2.96,7.96,10.49,0.69,1.21,1.0,10,386,73,12,79.32,7,48,43.18,31.86,13.39,Good,High,Moderate,16.216216216216218,-2.036666666666669
201,25,Male,8.66,4.81,0.87,0.67,4.43,0.3,4,230,1,3,63.66,3,53,67.32,66.93,6.27,Poor,Low,Low,6.1200923787528865,0.38333333333333286
202,27,Female,3.44,5.97,7.99,0.96,0.44,1.57,12,358,25,17,68.56,3,63,69.43,40.04,10.959999999999999,Poor,Low,Low,18.313953488372093,-1.1866666666666656
203,25,Female,4.58,8.82,3.49,2.21,2.49,1.79,7,134,63,16,43.89,5,31,65.02,43.42,9.98,Excellent,High,Moderate,6.7685589519650655,4.760000000000002
204,20,Male,2.53,8.94,10.19,4.36,5.76,4.01,12,254,84,18,46.98,4,73,45.65,39.23,24.32,Excellent,High,Moderate,28.853754940711465,-7.640000000000001
205,29,Female,8.7,3.95,4.84,6.2,3.47,3.24,8,387,112,19,55.66,4,53,70.21,55.99,17.75,Poor,High,Moderate,6.0919540229885065,-10.116666666666667
206,25,Female,2.36,5.48,5.48,6.11,2.59,1.58,9,57,101,8,50.0,5,97,52.77,43.96,15.76,Poor,High,Moderate,41.10169491525424,-6.433333333333332
207,19,Male,8.66,4.42,2.17,4.02,5.76,5.1,3,494,4,4,46.99,6,31,86.0,50.72,17.049999999999997,Poor,Low,Moderate,3.579676674364896,-14.076666666666664
208,23,Female,4.83,9.23,7.7,6.77,3.04,3.35,4,474,17,14,67.07,2,62,41.08,55.82,20.86,Excellent,Low,Low,12.836438923395445,-3.833333333333332
209,22,Female,8.43,8.28,5.91,0.17,3.61,0.06,11,453,30,15,72.39,7,81,67.28,73.31,9.75,Excellent,Medium,Moderate,9.608540925266905,0.8099999999999987
210,24,Female,3.01,6.94,0.6,0.32,3.07,0.03,3,293,89,15,89.17,1,57,75.7,56.31,4.02,Good,High,Low,18.93687707641196,11.826666666666668
211,27,Female,1.76,7.55,8.9,5.17,4.5,3.1,5,86,94,18,70.74,4,67,76.16,36.14,21.67,Good,High,Moderate,38.06818181818182,-7.436666666666667
212,25,Male,5.77,9.4,1.97,3.72,1.99,4.4,10,85,11,9,68.43,1,31,69.62,60.87,12.080000000000002,Excellent,Low,Low,5.37261698440208,6.086666666666666
213,21,Male,5.34,5.12,6.55,4.04,0.91,0.27,9,338,90,15,59.29,5,80,97.0,50.12,11.77,Poor,High,Moderate,14.981273408239701,-3.5299999999999994
214,17,Female,3.89,3.1,6.7,1.74,2.83,4.86,5,141,0,4,88.22,9,87,67.27,40.8,16.13,Poor,Low,High,22.36503856041131,-18.93
215,19,Female,6.8,3.18,3.94,6.7,4.4,0.51,13,299,66,2,80.22,1,45,98.32,51.79,15.55,Poor,High,Low,6.61764705882353,-7.99
216,26,Female,1.4,3.33,3.13,4.03,2.8,4.7,2,350,10,18,50.76,5,53,83.3,23.7,14.66,Poor,Low,Moderate,37.85714285714286,-12.666666666666668
217,28,Male,6.41,3.9,4.08,1.69,1.21,0.03,2,440,92,15,71.85,9,59,86.63,46.36,7.01,Poor,High,High,9.204368174726989,-5.143333333333333
218,24,Male,2.51,7.0,5.08,1.11,0.9,2.23,7,397,3,4,49.54,1,64,80.79,42.92,9.32,Good,Low,Low,25.498007968127492,3.7799999999999994
219,27,Male,1.73,9.87,11.24,7.96,5.83,2.45,6,449,103,19,82.4,10,40,93.77,25.16,27.48,Excellent,High,High,23.121387283236995,-14.306666666666668
220,22,Male,9.14,5.94,8.2,5.82,5.53,4.95,1,91,67,12,58.59,9,42,95.88,49.33,24.5,Poor,High,High,4.595185995623632,-19.386666666666667
221,24,Male,4.87,7.99,11.6,4.26,1.87,0.91,11,100,23,4,71.51,10,34,45.71,29.35,18.64,Good,Low,High,6.981519507186858,-11.893333333333334
222,25,Male,7.75,8.55,1.48,4.53,5.78,0.86,4,328,110,1,40.99,8,88,90.32,74.37,12.649999999999999,Excellent,High,High,11.35483870967742,0.1166666666666707
223,20,Male,1.35,8.61,1.02,0.88,3.72,5.99,11,382,50,2,91.54,4,95,81.01,62.42,11.61,Excellent,Medium,Moderate,70.37037037037037,3.2766666666666673
224,17,Male,1.05,6.1,1.17,5.77,1.85,1.75,11,388,41,10,63.74,7,36,72.32,27.27,10.54,Good,Medium,Moderate,34.285714285714285,-3.9733333333333327
225,17,Male,5.2,6.85,10.38,7.35,1.83,3.93,7,194,86,3,41.07,1,60,75.33,42.88,23.490000000000002,Good,High,Low,11.538461538461538,-7.923333333333336
226,26,Other,3.5,5.3,10.09,7.18,5.4,2.19,5,323,8,12,44.34,3,94,68.69,41.2,24.860000000000003,Poor,Low,Low,26.857142857142858,-16.993333333333336
227,20,Female,0.55,7.82,5.54,6.3,2.22,0.79,8,133,71,3,88.38,10,59,50.45,30.88,14.850000000000001,Good,High,High,107.27272727272727,-6.843333333333334
228,28,Male,2.24,5.68,5.51,5.22,0.47,0.47,14,338,90,7,87.12,4,36,69.42,31.27,11.670000000000002,Poor,High,Moderate,16.07142857142857,-1.3100000000000023
229,23,Female,2.58,5.18,5.42,2.14,4.44,0.85,10,100,105,7,47.95,1,89,42.39,45.59,12.85,Poor,High,Low,34.49612403100775,0.009999999999999787
230,18,Female,3.24,7.39,11.36,2.76,0.88,4.33,12,157,61,2,83.02,9,71,46.56,36.01,19.33,Good,High,High,21.91358024691358,-11.516666666666666
231,19,Female,8.84,5.39,3.51,6.65,4.15,5.31,6,242,107,2,72.73,9,72,51.71,66.15,19.62,Poor,High,High,8.144796380090497,-14.273333333333335
232,17,Male,4.5,5.86,8.76,5.73,4.16,5.57,14,159,8,0,85.49,3,96,77.63,56.49,24.22,Poor,Low,Low,21.333333333333332,-15.23333333333333
233,21,Male,6.95,7.98,1.76,7.92,3.42,0.04,12,4,95,9,56.13,3,44,40.61,62.53,13.139999999999999,Good,High,Low,6.330935251798561,2.98666666666667
234,17,Female,0.67,8.97,3.51,0.68,3.44,3.06,9,410,5,6,44.29,3,94,66.45,49.53,10.69,Excellent,Low,Low,140.29850746268656,4.41666666666667
235,24,Male,8.23,6.04,7.38,2.78,2.1,3.01,8,311,49,18,48.78,5,63,97.99,56.53,15.27,Good,Medium,Moderate,7.654921020656135,-6.556666666666667
236,17,Female,2.78,6.66,7.37,7.04,2.47,0.85,5,413,104,0,96.06,5,52,61.11,38.79,17.73,Good,High,Moderate,18.705035971223023,-5.943333333333332
237,27,Female,3.44,8.22,6.87,0.21,0.73,3.54,2,119,22,0,53.95,3,40,93.09,38.11,11.350000000000001,Excellent,Low,Low,11.627906976744185,2.823333333333334
238,17,Other,0.93,4.57,1.92,2.69,3.33,3.1,6,420,12,5,97.26,10,68,68.11,33.96,11.04,Poor,Low,High,73.11827956989247,-11.499999999999998
239,18,Male,4.39,5.91,9.18,7.79,4.9,5.61,8,311,58,2,68.68,8,52,44.86,33.11,27.479999999999997,Poor,Medium,High,11.845102505694761,-21.726666666666663
240,18,Male,8.6,8.68,8.68,4.37,0.18,0.32,2,310,3,19,66.9,7,94,89.28,73.95,13.55,Excellent,Low,Moderate,10.930232558139535,-3.09
241,28,Male,4.1,9.26,8.33,2.47,4.25,3.59,10,118,17,8,98.13,3,63,60.0,56.0,18.64,Excellent,Low,Low,15.365853658536587,-2.5533333333333346
242,22,Female,9.13,7.51,1.99,7.44,0.81,0.04,13,389,82,14,52.46,7,58,85.49,69.92,10.28,Good,High,Moderate,6.352683461117196,0.4733333333333345
243,23,Male,8.74,5.75,3.04,2.78,4.79,3.01,1,439,89,3,82.68,4,46,79.98,66.04,13.62,Poor,High,Moderate,5.263157894736842,-3.1533333333333324
244,21,Female,1.09,7.24,10.97,1.07,0.01,5.13,9,251,100,6,47.43,3,73,49.03,28.31,17.18,Good,High,Low,66.97247706422017,-2.366666666666667
245,17,Male,3.4,4.25,6.05,4.63,0.46,2.8,6,225,83,6,92.17,8,49,96.97,32.26,13.940000000000001,Poor,High,High,14.411764705882353,-10.673333333333336
246,17,Male,9.15,3.21,5.31,5.71,4.93,3.1,3,479,16,0,42.54,8,53,59.2,48.73,19.05,Poor,Low,High,5.7923497267759565,-20.096666666666668
247,19,Male,0.78,3.52,10.53,0.63,1.62,1.45,8,297,90,1,86.24,2,90,63.39,30.52,14.23,Poor,High,Low,115.38461538461539,-6.190000000000001
248,18,Female,7.78,3.76,3.89,4.98,5.36,1.87,12,465,85,17,55.01,9,80,64.36,56.28,16.1,Poor,High,High,10.282776349614396,-14.746666666666668
249,21,Female,9.11,4.58,10.0,2.97,4.69,3.48,5,289,64,17,75.86,3,70,78.54,60.96,21.14,Poor,High,Low,7.683863885839737,-12.846666666666668
250,28,Male,7.82,6.23,5.58,1.0,3.85,0.65,9,361,52,19,91.27,2,45,84.69,62.47,11.08,Good,Medium,Low,5.754475703324808,1.113333333333335
251,26,Female,7.57,4.63,7.65,5.09,1.8,2.03,10,112,16,6,84.19,4,78,87.36,61.11,16.57,Poor,Low,Moderate,10.303830911492733,-10.776666666666667
252,22,Female,8.51,7.1,4.7,2.15,5.04,0.51,4,426,86,10,97.5,9,62,40.61,68.18,12.4,Good,High,High,7.285546415981199,-4.333333333333334
253,23,Female,6.83,9.99,11.04,1.36,1.16,5.3,9,67,5,6,91.19,9,67,73.36,59.06,18.86,Excellent,Low,High,9.809663250366032,-7.713333333333331
254,20,Female,4.52,6.49,1.72,0.75,5.35,3.34,1,135,16,19,64.95,2,33,82.76,47.03,11.16,Good,Low,Low,7.300884955752213,0.3533333333333335
255,23,Male,1.1,8.3,3.0,3.21,4.54,3.16,4,408,47,11,62.48,2,77,59.47,48.93,13.91,Excellent,Medium,Low,70.0,2.2566666666666677
256,27,Male,7.99,5.05,2.83,4.97,2.09,4.42,2,423,64,18,85.73,2,85,74.08,76.53,14.31,Poor,High,Low,10.638297872340425,-4.076666666666668
257,24,Female,9.1,9.74,3.49,7.8,1.05,0.18,1,386,78,13,57.47,2,85,71.11,88.33,12.52,Excellent,High,Low,9.340659340659341,7.560000000000002
258,27,Male,5.36,4.74,5.73,2.7,2.65,4.36,4,476,106,8,61.88,5,56,56.7,43.16,15.440000000000001,Poor,High,Moderate,10.44776119402985,-7.426666666666668
259,17,Male,5.56,7.18,1.84,4.9,0.79,5.52,8,279,103,2,90.73,5,34,43.23,54.45,13.05,Good,High,Moderate,6.115107913669065,-0.2566666666666677
260,22,Male,4.33,9.88,0.95,0.94,2.91,5.28,10,75,105,15,48.03,2,96,79.73,74.26,10.08,Excellent,High,Low,22.170900692840647,11.180000000000001
261,24,Female,8.64,8.66,7.01,7.49,1.36,1.0,6,364,97,18,41.32,7,99,53.23,74.25,16.86,Excellent,High,Moderate,11.458333333333332,-3.306666666666665
262,21,Male,0.64,9.94,6.27,5.93,0.03,1.92,9,12,35,3,97.19,5,55,67.39,41.33,14.149999999999999,Excellent,Medium,Moderate,85.9375,1.8966666666666683
263,20,Female,6.43,5.66,4.42,5.69,3.19,0.74,4,3,77,0,52.98,7,62,66.76,50.72,14.04,Poor,High,Moderate,9.64230171073095,-7.153333333333332
264,18,Male,9.12,3.54,2.46,4.38,1.8,3.01,2,371,28,13,48.83,6,63,95.53,60.52,11.65,Poor,Low,Moderate,6.907894736842106,-9.636666666666667
265,22,Other,1.48,4.7,1.85,4.51,3.67,1.42,13,197,102,13,75.3,1,70,81.19,43.6,11.45,Poor,High,Low,47.2972972972973,0.3500000000000014
266,22,Male,9.61,9.7,10.72,3.57,1.88,0.98,1,33,93,7,93.65,2,36,52.7,68.71,17.150000000000002,Excellent,High,Low,3.746097814776275,3.349999999999998
267,27,Female,9.69,5.59,5.5,0.37,4.11,1.54,4,114,92,12,63.7,10,98,60.61,73.01,11.52,Poor,High,High,10.113519091847266,-7.273333333333333
268,17,Female,9.33,3.87,11.45,0.56,4.0,3.34,8,114,28,11,81.3,9,70,43.62,52.05,19.349999999999998,Poor,Low,High,7.502679528403001,-19.676666666666662
269,25,Female,4.89,7.15,4.24,1.54,0.15,2.58,8,472,97,12,77.68,2,85,71.28,65.23,8.510000000000002,Good,High,Low,17.382413087934562,7.023333333333333
270,28,Male,4.14,6.5,7.55,1.51,4.13,0.45,6,25,91,2,64.71,4,75,83.77,47.38,13.64,Good,High,Moderate,18.115942028985508,-1.6066666666666691
271,27,Female,7.21,3.44,7.03,0.46,1.1,2.63,13,382,23,0,45.29,3,35,49.61,38.21,11.219999999999999,Poor,Low,Low,4.854368932038835,-6.573333333333332
272,22,Male,3.53,6.17,2.37,3.97,4.92,1.83,11,472,76,12,95.66,8,35,69.34,39.99,13.09,Good,High,High,9.91501416430595,-6.216666666666667
273,29,Male,1.15,7.43,6.18,4.07,0.71,5.87,11,29,44,9,98.71,1,42,73.12,37.26,16.830000000000002,Good,Medium,Low,36.52173913043479,-1.5033333333333374
274,19,Female,9.06,4.63,6.07,4.8,1.48,4.22,10,30,59,19,72.77,5,36,99.88,53.57,16.57,Poor,Medium,Moderate,3.9735099337748343,-10.343333333333334
275,20,Female,6.53,3.87,6.32,6.3,3.44,2.21,11,443,55,7,47.24,6,54,71.81,40.81,18.270000000000003,Poor,Medium,Moderate,8.269525267993874,-14.696666666666669
276,28,Female,2.47,9.05,3.97,7.49,2.52,0.72,10,151,18,10,82.57,8,81,64.12,53.37,14.700000000000001,Excellent,Low,High,32.79352226720648,-3.9999999999999982
277,27,Female,0.67,7.38,3.29,7.58,5.95,0.36,6,368,55,2,43.93,5,63,46.61,33.35,17.18,Good,Medium,Moderate,94.02985074626865,-5.586666666666666
278,20,Male,7.37,4.09,5.22,7.2,4.32,3.87,13,305,38,12,75.54,6,49,46.3,49.77,20.610000000000003,Poor,Medium,Moderate,6.648575305291723,-17.163333333333338
279,19,Female,8.6,7.4,11.11,5.93,1.32,0.44,10,295,36,4,69.3,2,93,52.77,72.03,18.8,Good,Medium,Low,10.813953488372093,-4.800000000000001
280,26,Male,4.35,8.15,7.05,5.36,4.4,4.41,2,101,109,11,43.12,4,57,81.36,44.23,21.220000000000002,Excellent,High,Moderate,13.10344827586207,-5.286666666666669
281,19,Female,1.27,7.18,5.89,0.94,2.14,0.68,13,81,68,0,49.23,6,94,45.35,41.0,9.65,Good,High,Moderate,74.01574803149606,0.9766666666666648
282,19,Female,6.66,3.81,2.75,5.25,0.14,0.31,5,385,119,6,48.31,2,96,61.68,65.07,8.450000000000001,Poor,High,Low,14.414414414414415,1.136666666666665
283,20,Female,3.32,3.87,11.15,1.26,1.69,5.93,5,164,119,8,82.63,5,87,69.56,36.63,20.03,Poor,High,Moderate,26.204819277108435,-13.323333333333334
284,23,Male,1.87,3.32,8.09,5.96,5.65,5.77,13,478,75,16,85.8,1,64,66.94,31.22,25.470000000000002,Poor,High,Low,34.22459893048128,-17.330000000000002
285,20,Female,5.35,4.64,11.87,1.3,0.77,3.45,4,302,70,1,45.94,10,58,76.82,25.58,17.39,Poor,High,High,10.841121495327103,-15.776666666666667
286,25,Male,5.08,3.42,2.44,5.45,3.43,5.47,10,336,119,6,61.02,1,67,64.54,51.45,16.79,Poor,High,Low,13.188976377952756,-6.9833333333333325
287,17,Male,5.41,8.64,4.99,0.58,5.87,5.83,10,193,22,14,47.74,6,83,67.12,60.47,17.270000000000003,Excellent,Low,Moderate,15.341959334565619,-5.256666666666668
288,24,Male,8.33,3.11,4.33,2.51,3.12,2.66,3,34,54,13,95.01,10,64,64.81,56.4,12.620000000000001,Poor,Medium,High,7.6830732292917165,-14.600000000000001
289,23,Female,5.1,7.07,4.32,2.99,1.98,0.06,7,470,32,8,43.55,4,56,79.24,48.72,9.350000000000001,Good,Medium,Moderate,10.980392156862745,1.8566666666666656
290,18,Male,9.06,8.67,0.88,2.51,3.59,3.72,2,499,94,4,64.18,5,79,66.75,85.4,10.7,Excellent,High,Moderate,8.719646799116997,4.773333333333333
291,24,Male,8.5,9.26,6.69,2.49,1.54,2.39,9,161,38,3,54.44,8,96,59.49,75.86,13.11,Excellent,Medium,High,11.294117647058824,-1.3233333333333341
292,17,Male,6.69,5.87,7.5,4.26,4.65,4.04,9,255,67,19,96.18,9,77,53.88,57.12,20.45,Poor,High,High,11.509715994020926,-15.476666666666667
293,27,Male,1.04,7.35,1.04,6.59,5.18,1.07,9,217,1,14,92.6,2,33,89.96,39.91,13.879999999999999,Good,Low,Low,31.73076923076923,-1.1466666666666665
294,28,Female,8.72,9.66,10.62,6.99,2.11,5.92,9,151,84,14,61.45,2,35,68.36,59.39,25.64,Excellent,High,Low,4.013761467889908,-5.52
295,25,Female,9.1,7.7,2.82,0.59,4.64,4.62,6,178,66,1,66.09,2,50,58.29,73.97,12.669999999999998,Good,High,Low,5.4945054945054945,2.9300000000000033
296,25,Male,4.06,9.31,2.2,1.54,5.01,1.77,2,401,18,17,45.48,6,90,82.43,62.86,10.52,Excellent,Low,Moderate,22.167487684729068,2.700000000000003
297,18,Female,5.5,7.79,2.57,2.47,2.45,4.63,13,415,0,12,63.86,7,96,52.08,68.22,12.120000000000001,Good,Low,Moderate,17.454545454545453,-3.540000000000001
298,23,Female,3.17,3.48,5.35,5.47,5.7,5.11,3,258,107,19,73.18,3,54,91.4,34.26,21.63,Poor,High,Low,17.034700315457414,-14.103333333333332
299,26,Female,0.64,4.38,1.45,3.22,4.14,2.96,6,7,23,15,62.26,5,30,51.65,20.39,11.77,Poor,Low,Moderate,46.875,-7.243333333333332
300,19,Female,5.05,9.58,9.97,3.81,2.74,2.44,7,179,31,2,45.09,4,34,72.78,39.25,18.960000000000004,Excellent,Medium,Moderate,6.732673267326733,-2.7666666666666693
301,23,Male,1.73,8.91,8.32,6.28,3.66,1.42,7,116,58,4,52.8,10,49,94.44,25.42,19.68,Excellent,Medium,High,28.32369942196532,-9.926666666666666
302,28,Female,2.24,5.96,5.93,5.14,2.98,5.01,5,96,90,5,56.07,5,97,96.75,44.99,19.060000000000002,Poor,High,Moderate,43.30357142857142,-9.140000000000002
303,26,Male,5.07,4.13,6.26,4.7,0.99,2.46,14,20,45,13,86.22,3,95,79.51,58.13,14.41,Poor,Medium,Low,18.73767258382643,-7.65
304,25,Male,8.74,4.1,5.17,4.64,2.77,4.79,7,130,108,10,52.2,7,32,49.11,45.43,17.369999999999997,Poor,High,Moderate,3.6613272311212812,-12.569999999999999
305,20,Female,8.52,9.33,8.73,1.59,3.35,5.24,2,13,2,9,81.46,6,71,74.44,71.27,18.91,Excellent,Low,Moderate,8.333333333333334,-6.183333333333334
306,28,Female,9.67,4.16,11.46,0.89,0.96,3.32,6,289,88,2,58.81,6,77,73.27,56.15,16.630000000000003,Poor,High,Moderate,7.96277145811789,-11.376666666666669
307,17,Male,5.09,5.7,6.87,2.61,5.35,1.05,3,238,114,14,46.65,3,48,68.13,39.84,15.88,Poor,High,Low,9.430255402750491,-3.6800000000000015
308,18,Male,5.74,9.31,6.98,6.15,3.58,0.23,14,61,112,14,70.11,3,82,67.56,67.01,16.94,Excellent,High,Low,14.285714285714285,2.413333333333334
309,17,Female,8.31,3.23,6.51,6.83,2.78,4.24,14,315,5,1,89.51,3,45,73.15,53.63,20.36,Poor,Low,Low,5.415162454873646,-16.733333333333334
310,28,Female,7.15,7.42,10.97,6.38,4.71,5.16,7,67,105,5,58.24,6,68,80.97,51.85,27.220000000000002,Good,High,Moderate,9.51048951048951,-14.880000000000003
311,21,Female,2.24,5.45,7.81,1.26,4.6,5.19,14,389,33,10,75.26,2,41,45.98,28.79,18.86,Poor,Medium,Low,18.303571428571427,-8.86
312,21,Male,4.28,3.75,10.56,7.35,2.32,2.14,14,213,46,6,89.65,8,59,90.77,30.24,22.37,Poor,Medium,High,13.785046728971961,-21.336666666666666
313,27,Female,9.33,6.97,7.22,3.1,2.68,1.27,14,422,1,3,56.03,1,74,90.21,73.1,14.27,Good,Low,Low,7.931404072883172,-1.2966666666666669
314,23,Male,1.89,6.39,8.53,6.7,2.82,0.35,9,307,81,4,45.51,6,81,42.61,32.46,18.400000000000002,Good,High,Moderate,42.85714285714286,-8.920000000000002
315,25,Male,2.49,3.69,8.04,5.01,0.89,1.39,6,152,109,3,53.49,5,65,45.55,25.75,15.33,Poor,High,Moderate,26.10441767068273,-9.316666666666666
